번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
222,C0020-0021,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,vndanehd,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A04
223,C0020-0023,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,bokukqm2018,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A34
224,C0020-0025,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,sh0165,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A61
225,C0020-0026,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,ksbaek109,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A02
226,C0020-0028,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,wilopump1,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C05
227,C0020-0030,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,0bbe6fad4914,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A01
228,C0020-0032,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,hec081058,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A62
229,C0020-0033,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,isjang8770,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A37
230,C0020-0035,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,swparkssv,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A36
231,C0020-0037,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,pkvalve,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A71
232,C0020-0039,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,81106487,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C12
233,C0020-0041,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,unicorn95,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A51
234,C0020-0043,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,DKVKXM1,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A37
235,C0020-0045,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,pkvalve793,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A35
236,C0020-0046,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,wwlrmfdl,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A01
237,C0020-0048,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,jsyang,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A52
238,C0020-0050,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,baekshma,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A66
239,C0020-0051,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,hjlee77,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A38
240,C0020-0053,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,문서(WPS/PQR) 제출 및 승인 누락,2024-11-22,2024-11-22,mjqaljs,NCR,검사업체,2024-07-23,"기술규격서에 따라 WPS&PQR 제출, 승인 후 용접을 수행하여야 하나 미제출, 미승인 상태에서 용접 수행함.", 기술규격서 4.06.D WELDING 1. Welding Work shall meet the requirements of KEPIC SWT structure weding code-sheet steel. 2. The Supplier shall provide Welding Procedure Speccification(WPS) and Procedure Qualification Records(PQR) prepared in Accordance with the applicable code.,용접절차서(WPS/PQR) 작성 후 A/E승인,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A65
