관리번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자ID,지적유형,검토기관,검토일,미흡/우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통/기타),위배 내용
2511,C0013-0116,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 요건 승인도면에 미반영,2020-09-11 14:04,2020-09-11 14:04,dongkuksteel,감사/검사,검사업체,2020-08-18,스트레이너 육안 및 치수검사 중 다음과 같은 불일치사항이 발견 됨. 대상 품목 : #5 30“ T-Type Strainer (3 sets) 불일치 사항 : T-Type Strainer Cover 에 유지보수용 Removal Device (Davit)가 부착되어야 하나 미 부착 됨. (승인도면에도 미반영 됨),기술규격서 Attachment 4-3 Strainer Data Sheet - REMARKS: * Vendor to complete this data sheet and return to A/E with strainer assembly drawing. 1) Cover Removal Device(Davit) shall be provided for maintenance or removal of collected materials on the screen.,유관 부서에서 관련 요건 일치 여부 확인 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A05
2512,M0042-0010,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,sh0165,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A10
2513,M0042-0011,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,kntqa702,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A62
2514,M0042-0012,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,bandohoist7,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A35
2515,M0042-0013,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,mbt5738542,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A01
2516,M0042-0014,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,banabayo,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A49
2517,M0042-0015,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,sessamo,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A43
2518,M0042-0016,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,nkfire15,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A64
2519,M0042-0017,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,haji59k11,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A47
2520,M0042-0018,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,kntsklim8711,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A05
2521,M0042-0019,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,bandohoist1,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A66
2522,M0042-0020,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,ycyeon0806,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A44
2523,M0042-0021,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,honest0909,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A68
2524,M0042-0022,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,krse7026,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A61
2525,M0042-0023,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,자재성적서 오스테나이트 결정 입도 시험 누락,2020-09-11 14:07,2020-09-11 14:07,jingo7878,감사/검사,검사업체,2020-08-18,"핵연료 건물 크레인의 Main Hoisting Ass’y 제작에 투입되는 자재 성적서 검토 중 아래와 같은 사항을 발견함. 대상 품목 : KSD 3754 - 05ED / SCM440H 불일치 사항 : SCM440H(크롬몰리브덴 강재) 자재의 경우 KS Code에서 오스테나이트 결정 입도(5.0 이상)을 요구하고 있으나, 자재성적서 상에 해당 값이 누락됨.",재료규격 KSD 3754 - 05EA / SCM440H - SCM440H 오스테나이트 결정 입도 : 5.0 이상,공급사 자재 인수검사시 관련 Code 및 재료규격 Check Sheet를 활용하여 자재성적서 검토 및 자재확인 실시,"크레인,펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A62
