번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
223,M0054-0002,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,sessamo,기타,검사업체,2022-10-12, 기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.," 기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검. 필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A05
224,E0018-0021,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,voda7231,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A10
225,E0018-0022,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,chokh1230,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A06
226,E0018-0023,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,pulshawk,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A06
227,E0018-0024,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,lsisjwchoi,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A10
228,E0018-0025,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,kjh0102179,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C03
229,E0018-0026,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,yurim305,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A05
230,E0018-0027,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,seondo1972,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C08
231,E0018-0028,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,skyend0823,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C06
232,E0018-0029,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,kwang123,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A06
233,E0018-0030,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,jhpark04,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A04
234,M0051-0034,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,shimjc98,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C03
235,M0051-0035,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,swparkssv,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A07
236,M0051-0036,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,kimjy0821,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C11
237,M0051-0037,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,pkvalve,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C08
238,M0051-0038,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,sunae5272,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A01
239,M0051-0039,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,81106487,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A10
240,M0051-0040,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,jspark,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C03
